"OWNER","TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_LENGTH","NULLABLE"
"CB","CBB_ME_STAGEME","NAMCITYNAME1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMCITYNAME2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMCITYSTNAME1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","DATESTABLISHMENTDATE","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMREGISTRATIONPLACE","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODECONOMICACTIVITYCODE","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODNUMBEROFEMPLOYEESCODE","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","AMNNETTAXABLEINCOMEAMOUNT","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","DATOCCUPIEDSINCESTDATE2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","DATOCCUPIEDSINCESTDATE1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODADDRESSTYPECODE1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODADDRESSTYPECODE2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODADDRESSTYPESTCODE1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODADDRESSTYPESTCODE2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODBIRTHCOUNTRYCODE","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODBRANCHCODE","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODCONTACTCODE1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODCONTACTCODE2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODCONTACTSTCODE1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODCONTACTSTCODE2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODCONTACTTYPECODE1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODCONTACTTYPECODE2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMCITYSTNAME2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMDISTRICTNAME1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","DATOCCUPIEDSINCEDATE2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMDISTRICTNAME2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMDISTRICTSTNAME1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMDISTRICTSTNAME2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMFIRSTNAME","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMFULLADDRESSNAME1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMFULLADDRESSNAME2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMFULLADDRESSSTNAME1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMFULLADDRESSSTNAME2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMFULLNAME","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMLASTNAME","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMORIGINALLASTNAME","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMPATRONYMICNAME","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMREGIONNAME1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMREGIONNAME2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMREGIONSTNAME1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","NAMREGIONSTNAME2","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","RECORDUID","RAW",16,"N"
"CB","CBB_ME_STAGEME","ROOTRECORDUID","RAW",16,"Y"
"CB","CBB_ME_STAGEME","FLOWUID","RAW",16,"N"
"CB","CBB_ME_STAGEME","PHASEUID","RAW",16,"N"
"CB","CBB_ME_STAGEME","LOGICALUNITID","NUMBER",22,"N"
"CB","CBB_ME_STAGEME","LOGICALUNITORDER","NUMBER",22,"N"
"CB","CBB_ME_STAGEME","LOGICALUNITINDEX","NUMBER",22,"N"
"CB","CBB_ME_STAGEME","RECORDSTATUS","VARCHAR2",4000,"N"
"CB","CBB_ME_STAGEME","TIMESTAMPSTART","TIMESTAMP(6)",11,"N"
"CB","CBB_ME_STAGEME","TIMESTAMPEND","TIMESTAMP(6)",11,"Y"
"CB","CBB_ME_STAGEME","AMNGROSSINCOMEAMOUNT","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","AMNMONTHLYEXPENSESAMOUNT","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","DATOCCUPIEDSINCEDATE1","VARCHAR2",4000,"Y"
"CB","CBB_ME_STAGEME","CODMARITALSTATUSCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_NAEDF_FLOW_ERROR","ERRORUID","RAW",16,"N"
"CB","CBB_NAE_NAEDF_FLOW_ERROR","FLOWUID","RAW",16,"N"
"CB","CBB_NAE_NAEDF_FLOW_ERROR","FLOWID","VARCHAR2",1020,"N"
"CB","CBB_NAE_NAEDF_FLOW_ERROR","PHASEUID","RAW",16,"N"
"CB","CBB_NAE_NAEDF_FLOW_ERROR","PHASEID","VARCHAR2",1020,"N"
"CB","CBB_NAE_NAEDF_FLOW_ERROR","ERRORTIMESTAMP","TIMESTAMP(6)",11,"N"
"CB","CBB_NAE_NAEDF_FLOW_ERROR","STAGEID","VARCHAR2",256,"N"
"CB","CBB_NAE_NAEDF_FLOW_ERROR","ERRORCATEGORY","VARCHAR2",4000,"Y"
"CB","CBB_NAE_NAEDF_FLOW_ERROR","ERRORCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_NAEDF_FLOW_ERROR","ERRORDESCRIPTION","VARCHAR2",4000,"Y"
"CB","CBB_NAE_NAEDF_FLOW_ERROR","ERRORROWNUMBER","NUMBER",22,"Y"
"CB","CBB_NAE_NAEDF_FLOW_ERROR","RECORDUID","RAW",16,"N"
"CB","CBB_NAE_STAGENAE","CODLEGALFORMCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODMARITALSTATUSCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODMESSAGEID","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODNUMBEROFEMPLOYEESCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODOCCUPATIONSTATUSCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODPAYMENTPERIODICITYCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODPOSTALCODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODPOSTALCODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMSTREETNAME1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMSTREETNAME2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMSTREETSTNAME1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMSTREETSTNAME2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMTRADENAME","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMTRADENAMEST","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NUMTOTALINSTALLMENTSNUMBER","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","TXTNAEXMLOUTPUT","CLOB",4000,"Y"
"CB","CBB_NAE_STAGENAE","RECORDUID","RAW",16,"N"
"CB","CBB_NAE_STAGENAE","ROOTRECORDUID","RAW",16,"Y"
"CB","CBB_NAE_STAGENAE","FLOWUID","RAW",16,"N"
"CB","CBB_NAE_STAGENAE","PHASEUID","RAW",16,"N"
"CB","CBB_NAE_STAGENAE","LOGICALUNITID","NUMBER",22,"N"
"CB","CBB_NAE_STAGENAE","LOGICALUNITORDER","NUMBER",22,"N"
"CB","CBB_NAE_STAGENAE","LOGICALUNITINDEX","NUMBER",22,"N"
"CB","CBB_NAE_STAGENAE","RECORDSTATUS","VARCHAR2",4000,"N"
"CB","CBB_NAE_STAGENAE","TIMESTAMPSTART","TIMESTAMP(6)",11,"N"
"CB","CBB_NAE_STAGENAE","TIMESTAMPEND","TIMESTAMP(6)",11,"Y"
"CB","CBB_NAE_STAGENAE","AMNFINANCEDAMOUNT","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","AMNGROSSINCOMEAMOUNT","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","AMNMONTHLYEXPENSESAMOUNT","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","AMNMONTHLYPAYMENTSAMOUNT","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","AMNNETTAXABLEINCOMEAMOUNT","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODADDRESSTYPECODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODADDRESSTYPECODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODADDRESSTYPESTCODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODADDRESSTYPESTCODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODAPPLICATIONPROVIDERCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODBIRTHCOUNTRYCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODBRANCHCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCOMPANYROLECODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCONTACTCODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCONTACTCODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCONTACTSTCODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCONTACTSTCODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCONTACTTYPECODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCONTACTTYPECODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCONTACTTYPESTCODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCONTACTTYPESTCODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCONTRACTCURRENCYCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCONTRACTPHASECODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCONTRACTPROVIDERCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCONTRACTTYPECODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCOUNTRYCODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCOUNTRYCODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCOUNTRYSTCODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCOUNTRYSTCODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODCURRENCYCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODECONOMICACTIVITYCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODGENDERCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODIDENTIFNUMBERCODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODIDENTIFNUMBERCODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODIDENTIFNUMSTCODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODIDENTIFNUMSTCODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODIDENTIFTCODETYPE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODIDENTIFTCODETYPE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODIDENTIFTSTCODETYPE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODIDENTIFTSTCODETYPE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODIDNUMBERCODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODIDNUMBERCODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODIDTYPECODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODIDTYPECODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODISSUECOUNTRYCODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODISSUECOUNTRYCODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODPOSTALSTCODE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODPOSTALSTCODE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODPROVIDERCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODRECORDCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODSUBJECTPROVIDERCODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","CODSUBJECTROLECODE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATBIRTHDATE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATCONTRACTREQUESTDATE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATESTABLISHMENTDATE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATEXPIRYDATE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATEXPIRYDATE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATHIREDDATEFROM","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATHIREDDATETO","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATISSUEDATE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATISSUEDATE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATOCCUPIEDSINCEDATE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATOCCUPIEDSINCEDATE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATOCCUPIEDSINCESTDATE1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATOCCUPIEDSINCESTDATE2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DATSUBJECTREFERENCEDATE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","DSCOCCUPATIONDESC","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMBIRTHPLACENAME","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMCITYNAME1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMCITYNAME2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMCITYSTNAME1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMCITYSTNAME2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMDISTRICTNAME1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMDISTRICTNAME2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMDISTRICTSTNAME1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMDISTRICTSTNAME2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMFIRSTNAME","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMFULLADDRESSNAME1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMFULLADDRESSNAME2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMFULLADDRESSSTNAME1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMFULLADDRESSSTNAME2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMFULLNAME","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMLASTNAME","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMORIGINALLASTNAME","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMPATRONYMICNAME","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMREGIONNAME1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMREGIONNAME2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMREGIONSTNAME1","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMREGIONSTNAME2","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMREGISTRATIONPLACE","VARCHAR2",4000,"Y"
"CB","CBB_NAE_STAGENAE","NAMSHORTCOMPANYNAME","VARCHAR2",4000,"Y"
"CB","CBB_PEX_PEX_FLOW_ERROR","FLOWID","VARCHAR2",1020,"N"
"CB","CBB_PEX_PEX_FLOW_ERROR","FLOWUID","RAW",16,"N"
"CB","CBB_PEX_PEX_FLOW_ERROR","ERRORUID","RAW",16,"N"
"CB","CBB_PEX_PEX_FLOW_ERROR","ERRORTIMESTAMP","TIMESTAMP(6)",11,"N"
"CB","CBB_PEX_PEX_FLOW_ERROR","ERRORROWNUMBER","NUMBER",22,"Y"
"CB","CBB_PEX_PEX_FLOW_ERROR","PHASEUID","RAW",16,"N"
"CB","CBB_PEX_PEX_FLOW_ERROR","ERRORCODE","VARCHAR2",4000,"Y"
"CB","CBB_PEX_PEX_FLOW_ERROR","ERRORCATEGORY","VARCHAR2",4000,"Y"
"CB","CBB_PEX_PEX_FLOW_ERROR","STAGEID","VARCHAR2",256,"N"
"CB","CBB_PEX_PEX_FLOW_ERROR","RECORDUID","RAW",16,"N"
"CB","CBB_PEX_PEX_FLOW_ERROR","PHASEID","VARCHAR2",1020,"N"
"CB","CBB_PEX_PEX_FLOW_ERROR","ERRORDESCRIPTION","VARCHAR2",4000,"Y"
"CB","CBB_PEX_STAGEPEX","CODSUBJECTCODE","VARCHAR2",4000,"Y"
"CB","CBB_PEX_STAGEPEX","CODSUBJECTPROVIDERCODE","VARCHAR2",4000,"Y"
"CB","CBB_PEX_STAGEPEX","FLGFULL","VARCHAR2",4000,"N"
"CB","CBB_PEX_STAGEPEX","CODRECORDCODE","VARCHAR2",4000,"N"
"CB","CBB_PEX_STAGEPEX","CODPROVIDERCODE","VARCHAR2",4000,"Y"
"CB","CBB_PEX_STAGEPEX","CODMESSAGEID","VARCHAR2",4000,"Y"
"CB","CBB_PEX_STAGEPEX","TIMESTAMPEND","TIMESTAMP(0)",7,"Y"
"CB","CBB_PEX_STAGEPEX","TIMESTAMPSTART","TIMESTAMP(0)",7,"N"
"CB","CBB_PEX_STAGEPEX","RECORDSTATUS","VARCHAR2",1020,"N"
"CB","CBB_PEX_STAGEPEX","LOGICALUNITINDEX","NUMBER",22,"N"
"CB","CBB_PEX_STAGEPEX","LOGICALUNITORDER","NUMBER",22,"N"
"CB","CBB_PEX_STAGEPEX","LOGICALUNITID","NUMBER",22,"N"
"CB","CBB_PEX_STAGEPEX","PHASEUID","RAW",16,"N"
"CB","CBB_PEX_STAGEPEX","TXTPEXXMLOUTPUT","CLOB",4000,"Y"
"CB","CBB_PEX_STAGEPEX","RECORDUID","RAW",16,"N"
"CB","CBB_PEX_STAGEPEX","FLOWUID","RAW",16,"N"
"CB","CBB_STDF_STAGEST","LOGICALUNITID","NUMBER",22,"N"
"CB","CBB_STDF_STAGEST","LOGICALUNITORDER","NUMBER",22,"N"
"CB","CBB_STDF_STAGEST","LOGICALUNITINDEX","NUMBER",22,"N"
"CB","CBB_STDF_STAGEST","RECORDSTATUS","VARCHAR2",4000,"N"
"CB","CBB_STDF_STAGEST","TIMESTAMPSTART","TIMESTAMP(6)",11,"N"
"CB","CBB_STDF_STAGEST","TIMESTAMPEND","TIMESTAMP(6)",11,"Y"
"CB","CBB_STDF_STAGEST","CODACTIONCODE","VARCHAR2",4,"Y"
"CB","CBB_STDF_STAGEST","CODNEWPROVIDERCODE","VARCHAR2",4000,"Y"
"CB","CBB_STDF_STAGEST","CODNEWSUBJECTPROVIDERCODE","VARCHAR2",4000,"Y"
"CB","CBB_STDF_STAGEST","CODOLDPROVIDERCODE","VARCHAR2",4000,"Y"
"CB","CBB_STDF_STAGEST","CODOLDSUBJECTPROVIDERCODE","VARCHAR2",4000,"Y"
"CB","CBB_STDF_STAGEST","CODRECORDCODE","VARCHAR2",4000,"Y"
"CB","CBB_STDF_STAGEST","FLGSIMULATIONFLAG","VARCHAR2",4,"Y"
"CB","CBB_STDF_STAGEST","NUMADDRESSESCOUNTNUMBER","VARCHAR2",40,"Y"
"CB","CBB_STDF_STAGEST","NUMANOMALOUSRECORDSCOUNTNUMBER","VARCHAR2",40,"Y"
"CB","CBB_STDF_STAGEST","NUMCONTACTSCOUNTNUMBER","VARCHAR2",40,"Y"
"CB","CBB_STDF_STAGEST","NUMEMPLOYMENTSCOUNTNUMBER","VARCHAR2",40,"Y"
"CB","CBB_STDF_STAGEST","NUMIDCODESCOUNTNUMBER","VARCHAR2",40,"Y"
"CB","CBB_STDF_STAGEST","NUMIDDOCUMENTSCOUNTNUMBER","VARCHAR2",40,"Y"
"CB","CBB_STDF_STAGEST","RECORDUID","RAW",16,"N"
"CB","CBB_STDF_STAGEST","FLOWUID","RAW",16,"N"
"CB","CBB_STDF_STAGEST","PHASEUID","RAW",16,"N"
"CB","CBB_STDF_STDF_FLOW_ERROR","ERRORUID","RAW",16,"N"
"CB","CBB_STDF_STDF_FLOW_ERROR","FLOWUID","RAW",16,"N"
"CB","CBB_STDF_STDF_FLOW_ERROR","ERRORTIMESTAMP","TIMESTAMP(6)",11,"N"
"CB","CBB_STDF_STDF_FLOW_ERROR","ERRORROWNUMBER","NUMBER",22,"Y"
"CB","CBB_STDF_STDF_FLOW_ERROR","ERRORDESCRIPTION","VARCHAR2",4000,"Y"
"CB","CBB_STDF_STDF_FLOW_ERROR","ERRORCODE","VARCHAR2",4000,"Y"
"CB","CBB_STDF_STDF_FLOW_ERROR","ERRORCATEGORY","VARCHAR2",4000,"Y"
"CB","CBB_STDF_STDF_FLOW_ERROR","STAGEID","VARCHAR2",256,"N"
"CB","CBB_STDF_STDF_FLOW_ERROR","RECORDUID","RAW",16,"N"
"CB","CBB_STDF_STDF_FLOW_ERROR","PHASEID","VARCHAR2",1020,"N"
"CB","CBB_STDF_STDF_FLOW_ERROR","PHASEUID","RAW",16,"N"
"CB","CBB_STDF_STDF_FLOW_ERROR","FLOWID","VARCHAR2",1020,"N"
"CB","CBB_TREXT_TREXT_FLOW_ERROR","ERRORUID","RAW",16,"N"
"CB","CBB_TREXT_TREXT_FLOW_ERROR","ERRORROWNUMBER","NUMBER",22,"Y"
"CB","CBB_TREXT_TREXT_FLOW_ERROR","ERRORDESCRIPTION","VARCHAR2",4000,"Y"
"CB","CBB_TREXT_TREXT_FLOW_ERROR","ERRORCODE","VARCHAR2",4000,"Y"
"CB","CBB_TREXT_TREXT_FLOW_ERROR","ERRORCATEGORY","VARCHAR2",4000,"Y"
"CB","CBB_TREXT_TREXT_FLOW_ERROR","ERRORTIMESTAMP","TIMESTAMP(6)",11,"N"
"CB","CBB_TREXT_TREXT_FLOW_ERROR","RECORDUID","RAW",16,"N"
"CB","CBB_TREXT_TREXT_FLOW_ERROR","PHASEID","VARCHAR2",1020,"N"
"CB","CBB_TREXT_TREXT_FLOW_ERROR","PHASEUID","RAW",16,"N"
"CB","CBB_TREXT_TREXT_FLOW_ERROR","FLOWID","VARCHAR2",1020,"N"
"CB","CBB_TREXT_TREXT_FLOW_ERROR","FLOWUID","RAW",16,"N"
"CB","CBB_TREXT_TREXT_FLOW_ERROR","STAGEID","VARCHAR2",256,"N"
"CB","CBEACCOUNTING","FLGNAEAO","NUMBER",22,"Y"
"CB","CBEACCOUNTING","AMNMONTHLYPAYMENTSAMOUNT","NUMBER",22,"Y"
"CB","CBEACCOUNTING","NUMTOTALINSTALLMENTSNUMBER","NUMBER",22,"Y"
"CB","CBEACCOUNTING","FLGMATCHEDSUBJECT","NUMBER",22,"Y"
"CB","CBEACCOUNTING","CODSUBJECTROLECODE","VARCHAR2",4,"Y"
"CB","CBEACCOUNTING","CODCALCULATEDSCORECODE","VARCHAR2",4,"Y"
"CB","CBEACCOUNTING","FLGPRESENTATIONDOCUMENT","NUMBER",22,"Y"
"CB","CBEACCOUNTING","DATTCINSERTIONDATE","TIMESTAMP(6)",11,"N"
"CB","CBEACCOUNTING","CODTCINSERTIONSOURCE","VARCHAR2",200,"N"
"CB","CBEACCOUNTING","CODTCINSERTIONUSERFULLNAME","VARCHAR2",2000,"N"
"CB","CBEACCOUNTING","DATTCLASTUPDATEDATE","TIMESTAMP(6)",11,"Y"
"CB","CBEACCOUNTING","CODTCLASTUPDATESOURCE","VARCHAR2",200,"Y"
"CB","CBEACCOUNTING","CODTCLASTUPDATEUSERFULLNAME","VARCHAR2",2000,"Y"
"CB","CBEACCOUNTING","FLGCRBASIC","NUMBER",22,"Y"
"CB","CBEACCOUNTING","UIDACCOUNTINGID","RAW",16,"N"
"CB","CBEACCOUNTING","UIDLOGID","VARCHAR2",144,"Y"
"CB","CBEACCOUNTING","UIDMESSAGEID","VARCHAR2",144,"N"
"CB","CBEACCOUNTING","CODSERVICECODE","VARCHAR2",200,"N"
"CB","CBEACCOUNTING","CODCHANNELCODE","VARCHAR2",4,"N"
"CB","CBEACCOUNTING","CODSOURCECODE","VARCHAR2",200,"N"
"CB","CBEACCOUNTING","CODPROVIDERCODE","VARCHAR2",32,"N"
"CB","CBEACCOUNTING","CODBRANCHCODE","VARCHAR2",20,"Y"
"CB","CBEACCOUNTING","CODUSERCODE","VARCHAR2",32,"Y"
"CB","CBEACCOUNTING","DATENQUIRYDATE","DATE",7,"N"
"CB","CBEACCOUNTING","FLGISFREEOFCHARGE","NUMBER",22,"N"
"CB","CBEACCOUNTING","CODCONTRACTCATEGORYCODE","VARCHAR2",4,"Y"
"CB","CBEACCOUNTING","CODCONTRACTTYPECODE","VARCHAR2",8,"Y"
"CB","CBEACCOUNTING","CODSUBJECTTYPECODE","VARCHAR2",4,"Y"
"CB","CBEACCOUNTING","NUMTOTALCONTRACTSNUMBER","NUMBER",22,"Y"
"CB","CBEACCOUNTING","AMNAPPLICATIONAMOUNT","NUMBER",22,"Y"
"CB","CBEACCOUNTING","CODPAYMENTPERIODICITYCODE","VARCHAR2",4,"Y"
"CB","CBEADDITIONALINFO","CODLOGICALSTATUSCODE","VARCHAR2",4,"Y"
"CB","CBEADDITIONALINFO","DATLOGICALSTATUSCODEDATE","DATE",7,"Y"
